City,Date,PM2.5,PM10,NO2,CO,SO2,O3,wind_speed,violations_7d,temperature,humidity,AQI,future_aqi
Ahmedabad,2015-03-05,173.01,,42.27,48.44,78.76,59.39,0.5818225476071504,15,15.3524068566939,47.32989906869429,780.0,190.0
Ahmedabad,2015-03-08,71.56,,16.83,3.51,30.28,57.16,2.0392022202096527,5,18.670531010354246,88.9632949362793,190.0,233.0
Ahmedabad,2015-03-09,119.8,,24.07,4.13,50.35,50.49,0.9888312568352796,6,16.3142628982442,32.90740923910681,233.0,297.0
Ahmedabad,2015-03-10,106.71,,25.59,5.39,38.85,60.17,2.173035929682551,7,22.29780469738298,38.80352471889668,297.0,330.0
Ahmedabad,2015-03-11,118.49,,28.94,4.11,54.2,53.61,0.3733250800231822,6,16.939569888646425,58.62688861273185,330.0,252.0
Ahmedabad,2015-03-12,106.01,,27.31,4.28,70.29,40.91,1.9070908760038043,7,24.9334879899173,51.206960684244365,252.0,244.0
Ahmedabad,2015-03-13,97.34,,21.58,3.67,64.39,45.69,0.3,6,18.783885456655817,89.11387127576151,244.0,234.0
Ahmedabad,2015-03-14,83.92,,25.03,6.42,67.53,34.94,0.7674511608812555,5,42.53757136824399,62.375517141481694,234.0,219.0
Ahmedabad,2015-03-15,49.51,,14.16,3.1,48.33,37.95,2.062488988695299,6,43.151517321317584,86.47177091879863,219.0,118.0
Ahmedabad,2015-03-16,30.76,,14.14,2.72,43.62,54.78,3.0007732639963285,3,33.103693611135846,52.60924061338914,118.0,231.0
Ahmedabad,2015-03-17,50.29,,29.84,5.34,59.23,45.44,1.9820946249519764,5,39.16463256876256,46.32549807419767,231.0,286.0
Ahmedabad,2015-03-18,57.69,,29.48,25.36,58.33,52.87,1.4774813740894077,6,35.316338590855516,47.305227142256015,286.0,883.0
Ahmedabad,2015-03-19,105.06,,37.05,46.24,53.62,45.65,0.3,15,39.3332666919212,68.1959249216699,883.0,720.0
Ahmedabad,2015-03-20,94.1,,36.53,22.14,61.31,46.77,0.3,14,34.19421608668185,66.2408411796307,720.0,570.0
Ahmedabad,2015-03-21,111.89,,43.29,22.25,66.44,50.57,0.3,11,27.90581015305936,63.21606912641062,570.0,589.0
Ahmedabad,2015-03-22,108.59,,39.34,25.38,75.8,46.68,0.3,12,41.21263371785256,41.344217027473306,589.0,818.0
Ahmedabad,2015-03-23,130.76,,41.03,45.61,65.77,41.58,0.3,15,28.14199168764285,45.806752472702506,818.0,737.0
Ahmedabad,2015-03-24,143.55,,31.15,27.3,50.98,35.38,0.3,14,26.886374680620026,47.34699967418378,737.0,585.0
Ahmedabad,2015-03-25,165.07,,34.48,23.83,64.32,43.79,0.3,13,33.73149426492347,81.97407316425611,585.0,616.0
Ahmedabad,2015-03-26,166.85,,43.3,17.93,79.71,53.44,0.3,12,43.13795402630786,79.04000227087018,616.0,437.0
Ahmedabad,2015-03-27,147.38,,35.82,6.4,46.89,17.94,0.5069341756669468,9,28.266085238470744,42.301599006960004,437.0,321.0
Ahmedabad,2015-03-28,158.25,,27.89,5.86,142.36,38.54,0.853462399755233,7,32.24834312852906,38.78555541472316,321.0,372.0
Ahmedabad,2015-03-29,237.76,,21.8,4.99,96.28,39.77,1.6293410310726943,8,29.76998159721863,36.12840504764712,372.0,339.0
Ahmedabad,2015-03-30,133.37,,17.99,3.88,57.34,39.66,2.1297996179967607,7,42.29198723785596,34.05827837401449,339.0,339.0
Ahmedabad,2015-03-31,133.3,,20.0,6.52,51.58,59.03,2.050024095292959,8,35.30235006926432,89.07721214355088,339.0,324.0
Ahmedabad,2015-04-01,96.04,,20.07,3.8,62.42,46.61,0.708625981421889,6,27.587681350119247,78.67762156003532,324.0,222.0
Ahmedabad,2015-04-02,77.69,,18.87,5.24,100.48,27.14,1.6426300993190281,5,33.20707939133098,31.015684288905895,222.0,169.0
Ahmedabad,2015-04-03,53.07,,13.82,4.17,40.36,21.76,2.4200107451228514,5,19.681775917018612,30.39753305859778,169.0,220.0
Ahmedabad,2015-04-04,63.11,,15.5,5.63,38.21,4.72,2.6804361016978873,5,25.25831660544133,71.39517926674577,220.0,303.0
Ahmedabad,2015-04-06,120.96,,20.86,4.23,35.54,35.66,1.1016606097237682,6,37.085436497752895,48.67637930074396,303.0,314.0
Ahmedabad,2015-04-07,138.63,,25.47,5.65,87.43,29.77,1.2814728186689464,8,31.871824027708453,35.937132008469014,314.0,378.0
Ahmedabad,2015-04-08,144.36,,30.69,15.82,66.39,27.34,0.3,7,24.428184357416455,57.84096987725105,378.0,415.0
Ahmedabad,2015-04-09,85.03,,26.7,3.3,59.16,35.89,0.3,10,25.86893716503795,31.13027620957692,415.0,126.0
Ahmedabad,2015-04-11,61.06,,14.03,3.52,8.08,19.54,3.0200206579153583,3,39.293482502198316,55.49282753488155,126.0,175.0
Ahmedabad,2015-04-12,39.42,,19.56,5.28,17.66,31.3,3.2099920228566585,4,31.22649008850305,44.254670566931026,175.0,226.0
Ahmedabad,2015-04-13,111.86,,22.51,3.89,15.84,31.23,1.8123919027357331,4,22.162681211547184,45.89260322274562,226.0,244.0
Ahmedabad,2015-04-14,58.37,,21.71,5.74,25.9,43.92,2.5828263183136193,4,23.904387559865285,47.173861817926266,244.0,315.0
Ahmedabad,2015-04-15,95.37,,26.23,18.01,13.59,41.64,1.7143088200381074,8,29.036505336080378,48.4621963795275,315.0,678.0
Ahmedabad,2015-04-16,141.3,,36.88,30.8,41.06,37.66,0.3,13,37.88512703348281,31.202540262024772,678.0,774.0
Ahmedabad,2015-04-17,106.68,,46.38,19.91,31.56,48.49,0.3,15,44.92321286269053,64.21231039923343,774.0,285.0
Ahmedabad,2015-04-18,109.48,,20.27,4.3,46.6,31.34,2.8054292531727754,6,20.572814082870536,62.87340290741169,285.0,321.0
Ahmedabad,2015-04-19,126.04,,20.18,6.99,79.56,28.71,1.3663391687120388,7,37.6478706734453,69.04842782667316,321.0,358.0
Ahmedabad,2015-04-20,71.22,,21.32,16.73,50.09,28.39,2.461714924651205,8,33.51658547741863,39.594948185791296,358.0,357.0
Ahmedabad,2015-04-21,97.87,,17.96,6.3,13.85,34.16,0.3,8,30.935790502495095,89.68905197076153,357.0,189.0
Ahmedabad,2015-04-22,63.38,,13.28,3.44,24.79,43.62,2.712522003500179,4,43.99371157996019,38.14942438835588,189.0,214.0
Ahmedabad,2015-04-24,80.9,,18.62,5.7,65.44,22.8,1.999637654590537,5,24.68260649249755,78.69334566991677,214.0,253.0
Ahmedabad,2015-04-25,103.29,,19.82,4.55,85.42,22.18,1.4957941196273061,6,20.309347295508644,43.22162280304299,253.0,239.0
Ahmedabad,2015-04-26,107.5,,15.56,5.29,74.37,10.12,1.8784086212284017,6,41.3279147357439,56.34219680090512,239.0,300.0
Ahmedabad,2015-04-29,138.42,,16.7,5.05,77.74,27.18,0.3,7,17.060667710645703,49.45213863856073,300.0,317.0
Ahmedabad,2015-04-30,129.04,,14.86,5.69,78.27,18.67,1.2392624897299904,7,39.51359023765514,48.46257048626492,317.0,240.0
Ahmedabad,2015-05-01,96.65,,15.9,4.67,39.41,11.83,2.0856900572093973,5,32.67707979319674,59.190738526851334,240.0,344.0
Ahmedabad,2015-05-02,126.77,,23.93,15.69,93.18,36.71,2.4623152357932128,7,19.920116751781986,44.37767868623508,344.0,503.0
Ahmedabad,2015-05-03,106.15,,23.02,13.12,65.95,81.6,0.3,11,21.820864748802123,62.811366526138706,503.0,308.0
Ahmedabad,2015-05-04,86.31,,10.5,2.69,50.13,90.54,0.8132051176854498,6,19.67521778001471,45.04093159991177,308.0,227.0
Ahmedabad,2015-05-05,83.99,,0.08,2.73,34.06,69.57,1.4635943651323706,4,36.55015625562096,88.37504189547549,227.0,120.0
Ahmedabad,2015-05-06,65.11,,4.58,3.14,22.27,32.26,3.1323216941616594,3,19.419334733837058,44.36462431140069,120.0,158.0
Ahmedabad,2015-05-07,51.03,,20.47,6.24,15.5,31.44,2.4730008877277476,4,35.44112624660972,75.87733129351818,158.0,177.0
Ahmedabad,2015-05-08,38.73,,19.28,8.0,20.13,25.7,1.6911918369863692,4,18.844508857902213,58.18303122638258,177.0,201.0
Ahmedabad,2015-05-09,61.12,,17.82,9.94,39.69,25.9,2.405613946490685,6,39.067997696159836,32.27513630896429,201.0,211.0
Ahmedabad,2015-05-10,58.44,,17.24,10.68,54.69,18.89,2.0226620394784325,5,42.584723374292004,39.1622068751405,211.0,221.0
Ahmedabad,2015-05-11,61.49,,16.69,11.44,42.66,18.2,2.6699159924263114,6,31.77936084748172,85.71366826868542,221.0,233.0
Ahmedabad,2015-05-12,65.39,,16.08,12.3,27.96,22.35,1.2733575248981182,6,43.985521116513844,79.21710509155884,233.0,481.0
Ahmedabad,2015-05-13,100.92,,18.9,20.42,31.9,22.84,0.3328702827217856,10,26.711409087756074,38.6489186149655,481.0,352.0
Ahmedabad,2015-05-14,97.48,,30.02,5.31,36.05,16.26,0.9263134774942738,7,22.33807366595622,33.063064616426985,352.0,327.0
Ahmedabad,2015-05-15,129.27,,28.33,14.28,70.13,25.4,0.3,7,20.31890268333747,39.16256862097179,327.0,577.0
Ahmedabad,2015-05-16,129.58,,28.79,21.23,17.66,34.42,0.35189622165166107,12,29.368900424415042,65.03573861199938,577.0,411.0
Ahmedabad,2015-05-17,100.57,,18.79,7.56,38.76,38.83,1.1538442177439112,8,18.922407049251238,68.01407311343617,411.0,212.0
Ahmedabad,2015-05-18,130.34,,17.43,7.14,52.07,29.05,1.9440907653139687,4,41.273718854244976,52.7348478763863,212.0,280.0
Ahmedabad,2015-05-19,53.24,,15.86,8.05,36.23,21.58,1.4123302932998825,6,38.54296552242134,46.85328303114562,280.0,162.0
Ahmedabad,2015-05-20,42.0,,18.16,10.44,17.0,25.5,1.0577034063596684,4,31.863552130880432,42.41460857827619,162.0,569.0
Ahmedabad,2015-05-22,83.69,,17.18,10.89,41.12,35.61,0.3,13,36.64388910057415,56.33232750294288,569.0,128.0
Ahmedabad,2015-05-23,38.88,,16.28,2.18,26.4,12.47,2.0858283867785845,2,16.4997090897925,31.35366118990818,128.0,129.0
Ahmedabad,2015-05-24,46.89,,16.17,2.96,41.96,10.74,1.7131781846227048,4,21.105533654815066,30.522371969217357,129.0,152.0
Ahmedabad,2015-05-25,70.96,,15.47,4.12,23.67,16.01,2.1109714306671927,5,33.63635678489602,77.86603517433002,152.0,176.0
Ahmedabad,2015-05-26,53.66,,14.43,4.23,14.46,45.64,2.443240685451631,5,29.324085351384554,61.82150903600269,176.0,167.0
Ahmedabad,2015-05-27,45.49,,13.73,4.26,12.85,71.85,3.6739487209684243,5,33.138689398813305,76.87270300017072,167.0,106.0
Ahmedabad,2015-05-28,60.86,,16.61,5.27,14.91,41.19,2.6096622502654707,2,17.669071284913773,36.83559428301996,106.0,231.0
Ahmedabad,2015-05-29,51.93,,17.87,13.71,15.33,12.88,2.0510403125782113,4,34.57267674314218,78.91993043323015,231.0,327.0
Ahmedabad,2015-05-30,77.87,,17.12,6.67,46.82,16.67,1.3054432673870662,6,39.108487711190136,85.36428583642348,327.0,174.0
Ahmedabad,2015-05-31,57.59,,15.47,5.6,41.68,25.51,0.5949830277607666,4,31.38825548992965,62.00241291294221,174.0,185.0
Ahmedabad,2015-06-01,77.22,,15.47,7.02,71.97,9.56,2.053788899640627,5,25.72221056073208,36.32622255072896,185.0,179.0
Ahmedabad,2015-06-02,45.29,,12.74,7.25,18.64,6.32,2.153184167952821,4,20.23943570742113,37.39497284235027,179.0,211.0
Ahmedabad,2015-06-03,103.78,,13.9,6.36,7.76,15.27,3.915593689988229,4,22.960651376735285,41.65094949412675,211.0,192.0
Ahmedabad,2015-06-04,25.14,,18.73,6.01,38.05,38.52,1.886111228175102,3,30.675985618171957,41.115571998668116,192.0,310.0
Ahmedabad,2015-06-05,87.03,,17.88,8.05,23.84,48.22,1.69123787386689,7,22.66553488445991,86.69220658963592,310.0,223.0
Ahmedabad,2015-06-06,89.6,,19.84,6.59,48.05,44.78,1.8572305842358054,6,38.338366121370036,78.01767933804831,223.0,192.0
Ahmedabad,2015-06-07,80.69,,16.07,6.86,39.85,32.65,1.1050575699043743,3,18.952230782126705,49.088509464263396,192.0,191.0
Ahmedabad,2015-06-08,44.75,,16.53,7.76,9.89,8.07,2.9592582516120163,5,30.492727982931356,78.99460814740385,191.0,184.0
Ahmedabad,2015-06-09,38.11,,11.62,7.41,3.13,6.69,2.6815464261494193,5,29.87898543905056,76.32810828565363,184.0,220.0
Ahmedabad,2015-06-10,45.5,,15.59,8.56,0.76,3.82,2.5328255576344376,4,19.166767899956724,51.315893515891716,220.0,215.0
Ahmedabad,2015-06-11,36.98,,11.52,8.21,0.52,5.17,1.197490036164209,5,44.84962742294833,31.799100991200383,215.0,226.0
Ahmedabad,2015-06-12,43.58,,13.33,8.26,1.02,7.56,2.99223544874888,6,39.69406162393902,30.524701045840928,226.0,251.0
Ahmedabad,2015-06-13,45.49,,14.91,9.63,0.81,2.94,0.6235191497661754,6,26.595973955442638,49.53740116368071,251.0,216.0
Ahmedabad,2015-06-14,38.06,,18.57,8.67,1.05,4.63,2.3894856750402163,6,35.547196168827014,32.72372368722729,216.0,237.0
Ahmedabad,2015-06-15,45.41,,20.55,9.35,0.74,4.5,3.567364500647983,6,36.497435983145806,37.265702531544854,237.0,198.0
Ahmedabad,2015-06-16,37.71,,16.26,8.54,0.87,4.6,1.217570939895449,3,34.534457031463205,45.26637084242836,198.0,195.0
Ahmedabad,2015-06-17,32.37,,14.36,7.53,2.17,12.17,1.5719618163177824,4,27.97451838518112,40.74129249844543,195.0,187.0
Ahmedabad,2015-06-18,34.74,,13.51,7.59,4.11,12.22,2.144721092070113,5,41.55333994878915,38.68634554598048,187.0,181.0
Ahmedabad,2015-06-19,32.56,,13.91,7.34,4.04,11.85,1.6922194767070404,4,38.1465414518422,45.72858536087864,181.0,179.0
Ahmedabad,2015-06-20,29.28,,11.68,7.55,4.01,12.64,0.8644692551470938,5,31.260598626595158,74.21353200078514,179.0,188.0
Ahmedabad,2015-06-21,20.46,,10.61,7.15,5.62,12.7,2.114850379844822,4,15.07688356509728,56.66614887777761,188.0,190.0
Ahmedabad,2015-06-22,26.07,,11.07,7.99,4.1,10.57,1.200157029019116,4,21.701227149803323,69.79204902640993,190.0,185.0
Ahmedabad,2015-06-23,21.43,,11.16,7.45,4.99,7.38,2.453873944508145,3,30.264771055185633,85.7256691508866,185.0,189.0
Ahmedabad,2015-06-24,11.91,,10.1,7.34,10.86,5.47,1.3194606126129576,5,41.967871704630056,30.081272490259142,189.0,196.0
Ahmedabad,2015-06-25,57.75,,9.68,8.68,12.28,3.06,3.2599475240140317,5,33.85862832360759,87.07498640467108,196.0,201.0
Ahmedabad,2015-06-26,66.39,,12.79,8.58,11.09,4.96,1.3683973661310103,6,27.53586893529078,46.74838516088377,201.0,231.0
Ahmedabad,2015-06-27,62.61,,9.83,9.15,12.31,6.44,1.5873507870354595,6,16.43735923657941,47.25047060895811,231.0,196.0
Ahmedabad,2015-06-28,47.5,,9.53,8.07,13.91,7.28,2.670813773895736,3,32.91840681800264,67.7645442243758,196.0,220.0
Ahmedabad,2015-06-29,111.8,,11.51,9.23,5.27,5.99,0.9153085468528357,4,25.522565631446234,51.65128175328895,220.0,244.0
Ahmedabad,2015-06-30,30.0,,13.59,8.87,8.09,6.31,1.9619679476833036,6,31.121293420463935,34.827482344116284,244.0,223.0
Ahmedabad,2015-07-01,4.66,,10.9,9.01,7.31,6.38,2.930714203425943,5,37.99325095247481,72.68685432127654,223.0,230.0
Ahmedabad,2015-07-02,48.72,,11.94,9.56,5.72,6.61,0.5640134123510179,4,39.11221065152291,40.99129361343007,230.0,243.0
Ahmedabad,2015-07-03,49.7,,9.81,9.43,6.78,6.42,1.9327070868258434,5,40.92834718346265,85.76231225963002,243.0,215.0
Ahmedabad,2015-07-04,48.1,,9.53,8.03,9.33,7.6,2.132906235398739,5,34.08139878710891,89.27182188983747,215.0,199.0
Ahmedabad,2015-07-05,47.43,,9.45,8.11,7.93,7.08,2.630458297421848,4,42.168536847943486,40.87341656404958,199.0,200.0
Ahmedabad,2015-07-06,51.74,,12.38,8.91,10.05,5.78,1.0104394312975344,6,35.7188402934848,75.22117071565938,200.0,226.0
Ahmedabad,2015-07-07,42.68,,11.08,9.74,10.87,4.44,0.8136347095325791,4,38.51742279200039,89.50940973400657,226.0,241.0
Ahmedabad,2015-07-08,38.45,,7.8,10.55,10.28,3.24,2.2125532524935183,6,35.564466672368916,87.31844795225015,241.0,222.0
Ahmedabad,2015-07-09,46.69,,0.17,11.48,10.25,5.76,2.127587738586549,5,41.155914412888976,63.8948894423761,222.0,223.0
Ahmedabad,2015-07-10,55.27,,0.12,11.55,12.7,6.55,2.0853942802767014,6,21.686696456548837,48.72164211407237,223.0,248.0
Ahmedabad,2015-07-11,149.03,,0.16,11.49,10.07,7.27,2.0371585675975807,5,37.79661229085967,30.69982079177116,248.0,300.0
Ahmedabad,2015-07-12,86.57,,0.17,11.47,11.09,6.53,0.9559802227372073,8,18.514696291183206,83.89413868995345,300.0,232.0
Ahmedabad,2015-07-13,111.77,,0.24,11.3,7.73,4.67,2.025802957728803,6,17.759820896455622,32.135684931271655,232.0,330.0
Ahmedabad,2015-07-14,151.4,,0.36,10.8,7.8,5.46,1.584457978638945,6,29.748679613629513,64.58532830282275,330.0,223.0
Ahmedabad,2015-07-15,51.35,,2.69,8.0,10.0,5.76,1.3135188655789056,4,24.007114676630557,41.16896637737365,223.0,105.0
Ahmedabad,2015-07-16,65.37,,8.07,0.64,16.31,8.02,3.9676196089158053,3,31.90074622154495,44.518988405786374,105.0,101.0
Ahmedabad,2015-07-17,56.28,,8.02,0.6,18.93,6.2,2.87406633672943,3,35.33201753158332,31.401097393062887,101.0,93.0
Ahmedabad,2015-07-18,48.17,,8.0,0.65,18.99,7.97,1.5819572022378812,2,21.79688701848812,32.214378293589064,93.0,67.0
Ahmedabad,2015-07-19,33.56,,7.89,0.72,11.28,10.18,3.190242886907064,3,35.99778173889352,51.01234204513891,67.0,60.0
Ahmedabad,2015-07-20,31.3,,8.1,0.55,10.29,7.44,1.920254663818143,2,44.8637727489469,82.65360082615152,60.0,90.0
Ahmedabad,2015-07-22,57.11,,8.28,0.55,14.58,2.6,3.1796676829939616,1,37.79863860892231,63.94999874788095,90.0,78.0
Ahmedabad,2015-07-23,34.72,,9.73,0.1,13.62,4.87,3.5368764632059233,2,20.21359505619239,62.29838942032757,78.0,48.0
Ahmedabad,2015-07-24,29.22,,9.57,0.06,13.58,5.08,2.1034541453186315,1,34.0108627258585,67.21813451869973,48.0,53.0
Ahmedabad,2015-07-25,29.79,,8.64,0.14,15.11,5.34,3.505700903395457,3,15.284543102822196,62.120020682983736,53.0,91.0
Ahmedabad,2015-07-26,59.95,,8.78,0.18,11.52,2.79,2.8752247415491987,1,29.09154480993339,48.25467322176678,91.0,70.0
Ahmedabad,2015-07-27,19.2,,9.45,1.52,11.23,4.61,3.307648127995592,2,30.999190969225232,82.79822091536491,70.0,157.0
Ahmedabad,2015-07-28,19.52,,11.26,5.89,11.56,4.4,3.732434386123158,3,44.17132658973101,58.5361989427487,157.0,158.0
Ahmedabad,2015-07-29,35.16,,10.89,5.75,14.7,3.67,2.0136895071977037,4,37.11616141292167,75.1591042319411,158.0,169.0
Ahmedabad,2015-07-30,33.03,,10.58,7.01,12.95,3.53,1.5520110685140085,3,36.17880755840777,84.72274495145464,169.0,174.0
Ahmedabad,2015-07-31,40.95,,10.47,6.92,19.8,3.38,1.4183884562995812,4,30.97213827072612,30.223638586266187,174.0,173.0
Ahmedabad,2015-08-01,40.29,,10.52,6.74,8.27,3.57,1.4823517720276491,4,30.395280426265,58.68825562379254,173.0,172.0
Ahmedabad,2015-08-02,41.16,,10.51,6.91,13.48,3.69,2.078318632468717,5,44.76248343731557,66.27694203689703,172.0,190.0
Ahmedabad,2015-08-03,36.12,,11.56,7.21,13.62,6.08,2.3229215798533147,5,15.63803988930868,60.143580626465365,190.0,171.0
Ahmedabad,2015-08-04,28.51,,20.52,6.69,5.69,7.65,2.366352639464015,3,24.096177175812727,84.14494405532102,171.0,168.0
Ahmedabad,2015-08-05,31.59,,20.42,6.99,9.23,7.9,2.821746599228819,3,19.013514700529814,86.40288650424878,168.0,172.0
Ahmedabad,2015-08-06,42.56,,20.4,7.17,6.28,9.86,2.1504015135023256,3,24.449157972221577,38.05737245940779,172.0,173.0
Ahmedabad,2015-08-07,48.12,,20.3,7.14,6.77,12.78,3.2978272617258533,3,28.90859153004084,48.14770747661545,173.0,175.0
Ahmedabad,2015-08-08,37.09,,20.21,7.22,8.66,7.94,1.913274533409635,5,25.257970980283144,45.832782334594924,175.0,179.0
Ahmedabad,2015-08-09,33.4,,20.09,7.4,9.95,8.39,4.2811353332716955,3,43.88115343826729,59.80608835040098,179.0,174.0
Ahmedabad,2015-08-10,38.64,,20.21,7.35,9.74,6.28,2.630533878212005,4,35.41763930963201,52.92630330351296,174.0,176.0
Ahmedabad,2015-08-11,40.49,,20.23,7.48,8.92,21.51,1.434273954866974,4,36.84134789473053,51.5529713084264,176.0,179.0
Ahmedabad,2015-08-12,41.37,,20.2,7.47,11.73,19.8,1.2482860015511101,4,37.26876670747394,62.034043739419175,179.0,175.0
Ahmedabad,2015-08-13,44.56,,20.06,7.49,11.23,22.77,2.5109779321945482,5,41.97680975609663,59.40398737880173,175.0,177.0
Ahmedabad,2015-08-14,65.68,,19.94,7.57,8.21,30.21,1.9362297717393195,3,38.040564220981494,57.92252001014258,177.0,175.0
Ahmedabad,2015-08-15,33.34,,20.27,7.3,6.41,32.95,2.6962003952736735,4,15.486144278031338,36.79283797986714,175.0,174.0
Ahmedabad,2015-08-16,39.17,,20.24,7.35,9.17,26.64,2.5085900996588357,4,22.841872373476654,62.35597281298234,174.0,179.0
Ahmedabad,2015-08-17,34.0,,20.1,7.41,9.64,17.17,2.046736869874502,5,44.673131569540956,33.537636996279765,179.0,177.0
Ahmedabad,2015-08-18,36.38,,20.14,7.31,10.65,13.35,1.4375650255452763,5,34.563734598601755,66.98096154667735,177.0,180.0
Ahmedabad,2015-08-19,38.35,,20.16,7.41,9.33,18.59,0.8881222202513084,5,17.043531947254532,67.40626340654175,180.0,274.0
Ahmedabad,2015-08-20,38.5,,19.67,12.38,10.37,16.33,1.272788038346383,6,28.99914608576401,45.635436898496934,274.0,310.0
Ahmedabad,2015-08-21,39.61,,14.84,17.31,10.76,5.38,2.1351190354587777,8,44.425033805635906,38.11876913177234,310.0,303.0
Ahmedabad,2015-08-22,61.79,,14.82,17.24,12.39,8.06,1.6562749953041633,7,44.78514425428732,77.89648086921949,303.0,302.0
Ahmedabad,2015-08-23,43.22,,14.82,17.17,11.68,37.87,0.49340897703040953,6,27.973404593360108,76.22296798575235,302.0,302.0
Ahmedabad,2015-08-24,33.41,,14.86,17.12,12.96,86.83,1.6285447406809457,7,41.79159027038308,86.76044428782197,302.0,302.0
Ahmedabad,2015-08-25,36.9,,14.85,17.08,4.73,54.01,1.7982539037830694,6,32.75976934189212,56.77856050692532,302.0,302.0
Ahmedabad,2015-08-26,36.36,,14.79,17.11,8.86,77.3,0.7829140510390935,7,30.2828804637114,48.933095662205304,302.0,302.0
Ahmedabad,2015-08-27,32.64,,14.84,17.01,7.05,62.31,1.6129800847564224,6,27.358274657103948,48.1564803927453,302.0,302.0
